,EVENT,DATE,LOCATION,BOUT,WINNER,WEIGHTCLASS,METHOD,ROUND,TIME,TIME FORMAT,REFEREE,DETAILS,URL
3507,UFC Fight Night: Stephens Vs. Choi,"January 14, 2018","St. Louis, Missouri, USA",Jeremy Stephens  vs  Dooho Choi,Jeremy Stephens,Featherweight Bout,KO/TKO,2,2:36,5 Rnd (5-5-5-5-5),Keith Peterson,Punch to Head At Distance ,http://ufcstats.com/fight-details/51e684bfce8d94aa
3508,UFC Fight Night: Stephens Vs. Choi,"January 14, 2018","St. Louis, Missouri, USA",Paige VanZant  vs  Jessica-Rose Clark,Jessica-Rose Clark,Women's Flyweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mario Yamasaki,Justin Brown 27 - 30.Chris Lee 28 - 29.Brian Puccillo 28 - 29.,http://ufcstats.com/fight-details/0820a29a03d58282
3509,UFC Fight Night: Stephens Vs. Choi,"January 14, 2018","St. Louis, Missouri, USA",Kamaru Usman  vs  Emil Meek,Kamaru Usman,Welterweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Keith Peterson,Sal D'amato 27 - 30.Marcos Rosales 27 - 30.Travis Buesking 27 - 30.,http://ufcstats.com/fight-details/f767243bb48ab9d7
3510,UFC Fight Night: Stephens Vs. Choi,"January 14, 2018","St. Louis, Missouri, USA",Darren Elkins  vs  Michael Johnson,Darren Elkins,Featherweight Bout,Submission,2,2:22,3 Rnd (5-5-5),Dan Miragliotta,Rear Naked Choke ,http://ufcstats.com/fight-details/d85c76a61a820be9
3511,UFC Fight Night: Stephens Vs. Choi,"January 14, 2018","St. Louis, Missouri, USA",James Krause  vs  Alex White,James Krause,Lightweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mario Yamasaki,Sal D'amato 28 - 29.Travis Buesking 28 - 29.Chris Lee 28 - 29.,http://ufcstats.com/fight-details/3b1453df439a5024
3512,UFC Fight Night: Stephens Vs. Choi,"January 14, 2018","St. Louis, Missouri, USA",Matt Frevola  vs  Marco Polo Reyes,Marco Polo Reyes,Lightweight Bout,KO/TKO,1,1:00,3 Rnd (5-5-5),Dan Miragliotta,Punch to Head At Distance ,http://ufcstats.com/fight-details/4843f369dc8b5de5
3513,UFC Fight Night: Stephens Vs. Choi,"January 14, 2018","St. Louis, Missouri, USA",Talita Bernardo  vs  Irene Aldana,Irene Aldana,Women's Bantamweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mario Yamasaki,Chris Lee 27 - 30.Marcos Rosales 27 - 30.Justin Brown 27 - 30.,http://ufcstats.com/fight-details/738e0ccad2c9224b
3514,UFC Fight Night: Stephens Vs. Choi,"January 14, 2018","St. Louis, Missouri, USA",Kyung Ho Kang  vs  Guido Cannetti,Kyung Ho Kang,Bantamweight Bout,Submission,1,4:53,3 Rnd (5-5-5),Marc Wasem,Triangle Choke From Bottom ,http://ufcstats.com/fight-details/1bf1a6fc9c9acc26
3515,UFC Fight Night: Stephens Vs. Choi,"January 14, 2018","St. Louis, Missouri, USA",Kalindra Faria  vs  Jessica Eye,Jessica Eye,Women's Flyweight Bout,Decision - Split,3,5:00,3 Rnd (5-5-5),Dan Miragliotta,Brian Puccillo 28 - 29.Rob Francis 29 - 28.Sal D'amato 28 - 29.,http://ufcstats.com/fight-details/f8bb0aed83bd8638
3516,UFC Fight Night: Stephens Vs. Choi,"January 14, 2018","St. Louis, Missouri, USA",Danielle Taylor  vs  JJ Aldrich,JJ Aldrich,Women's Strawweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Keith Peterson,Rob Francis 28 - 29.Sal D'amato 28 - 29.Travis Buesking 28 - 29.,http://ufcstats.com/fight-details/9f10afab94cafc45
3517,UFC Fight Night: Stephens Vs. Choi,"January 14, 2018","St. Louis, Missouri, USA",Mads Burnell  vs  Mike Santiago,Mads Burnell,Featherweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Marc Wasem,Marcos Rosales 28 - 29.Justin Brown 28 - 29.Brian Puccillo 28 - 29.,http://ufcstats.com/fight-details/c4ecf4b894ccbced
3518,UFC 219: Cyborg Vs. Holm,"December 30, 2017","Las Vegas, Nevada, USA",Cristiane Justino  vs  Holly Holm,Cristiane Justino,UFC Women's Featherweight Title Bout,Decision - Unanimous,5,5:00,5 Rnd (5-5-5-5-5),Herb Dean,Derek Cleary 46 - 49.Dave Hagen 47 - 48.Chris Lee 47 - 48.,http://ufcstats.com/fight-details/279b4190d9ef1379
3519,UFC 219: Cyborg Vs. Holm,"December 30, 2017","Las Vegas, Nevada, USA",Khabib Nurmagomedov  vs  Edson Barboza,Khabib Nurmagomedov,Lightweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),John McCarthy,Junichiro Kamijo 25 - 30.Sal D'amato 25 - 30.Glenn Trowbridge 24 - 30.,http://ufcstats.com/fight-details/a88a4c126d585320
3520,UFC 219: Cyborg Vs. Holm,"December 30, 2017","Las Vegas, Nevada, USA",Dan Hooker  vs  Marc Diakiese,Dan Hooker,Lightweight Bout,Submission,3,0:42,3 Rnd (5-5-5),Herb Dean,Guillotine Choke After Drop to Ground ,http://ufcstats.com/fight-details/3d76ed7e224e9c99
3521,UFC 219: Cyborg Vs. Holm,"December 30, 2017","Las Vegas, Nevada, USA",Cynthia Calvillo  vs  Carla Esparza,Carla Esparza,Women's Strawweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Chris Tognoni,Sal D'amato 28 - 29.Junichiro Kamijo 28 - 29.Marcos Rosales 28 - 29.,http://ufcstats.com/fight-details/f77e3c681fe1b04e
3522,UFC 219: Cyborg Vs. Holm,"December 30, 2017","Las Vegas, Nevada, USA",Carlos Condit  vs  Neil Magny,Neil Magny,Welterweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),John McCarthy,Derek Cleary 27 - 30.Dave Hagen 27 - 30.Glenn Trowbridge 28 - 29.,http://ufcstats.com/fight-details/c381ad2c0bf34dd9
3523,UFC 219: Cyborg Vs. Holm,"December 30, 2017","Las Vegas, Nevada, USA",Khalil Rountree Jr.  vs  Michal Oleksiejczuk,No Contest,Light Heavyweight Bout,Overturned,3,5:00,3 Rnd (5-5-5),Herb Dean,Failed Drug Test by OleksiejczukJunichiro Kamijo 27 - 30.Tony Weeks 27 - 30.Marcos Rosales 27 - 30.,http://ufcstats.com/fight-details/e3a2bf2d9ee83318
3524,UFC 219: Cyborg Vs. Holm,"December 30, 2017","Las Vegas, Nevada, USA",Myles Jury  vs  Ricky Glenn,Myles Jury,Featherweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),John McCarthy,Dave Hagen 27 - 30.Chris Lee 27 - 30.Rick Winter 27 - 30.,http://ufcstats.com/fight-details/147d2ab0230af48d
3525,UFC 219: Cyborg Vs. Holm,"December 30, 2017","Las Vegas, Nevada, USA",Marvin Vettori  vs  Omari Akhmedov,Draw,Middleweight Bout,Decision - Majority,3,5:00,3 Rnd (5-5-5),Chris Tognoni,Tony Weeks 28 - 28.Glenn Trowbridge 28 - 29.Sal D'amato 28 - 28.,http://ufcstats.com/fight-details/0be6540982a5b0cd
3526,UFC 219: Cyborg Vs. Holm,"December 30, 2017","Las Vegas, Nevada, USA",Louis Smolka  vs  Matheus Nicolau,Matheus Nicolau,Flyweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),John McCarthy,Rick Winter 26 - 30.Chris Lee 26 - 30.Marcos Rosales 25 - 30.,http://ufcstats.com/fight-details/7e9ed49a1831056f
3527,UFC 219: Cyborg Vs. Holm,"December 30, 2017","Las Vegas, Nevada, USA",Tim Elliott  vs  Mark De La Rosa,Tim Elliott,Bantamweight Bout,Submission,2,1:41,3 Rnd (5-5-5),Chris Tognoni,Anaconda Choke On Ground ,http://ufcstats.com/fight-details/8f40ac90544d0003
3528,UFC Fight Night: Lawler Vs. Dos Anjos,"December 16, 2017","Winnipeg, Manitoba, Canada",Robbie Lawler  vs  Rafael Dos Anjos,Rafael Dos Anjos,Welterweight Bout,Decision - Unanimous,5,5:00,5 Rnd (5-5-5-5-5),Herb Dean,Derek Cleary 45 - 50.Sal D'amato 45 - 50.Jason Rodgers 45 - 50.,http://ufcstats.com/fight-details/d9375ede2ec2f924
3529,UFC Fight Night: Lawler Vs. Dos Anjos,"December 16, 2017","Winnipeg, Manitoba, Canada",Ricardo Lamas  vs  Josh Emmett,Josh Emmett,Featherweight Bout,KO/TKO,1,4:33,3 Rnd (5-5-5),Jerin Valel,Punch to Head At Distance ,http://ufcstats.com/fight-details/6f350d91fb07a819
3530,UFC Fight Night: Lawler Vs. Dos Anjos,"December 16, 2017","Winnipeg, Manitoba, Canada",Santiago Ponzinibbio  vs  Mike Perry,Santiago Ponzinibbio,Welterweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Yves Lavigne,Chris Lee 28 - 29.Jason Rodgers 28 - 29.David Therien 28 - 29.,http://ufcstats.com/fight-details/11b8d7e801713abc
3531,UFC Fight Night: Lawler Vs. Dos Anjos,"December 16, 2017","Winnipeg, Manitoba, Canada",Glover Teixeira  vs  Misha Cirkunov,Glover Teixeira,Light Heavyweight Bout,KO/TKO,1,2:45,3 Rnd (5-5-5),Dan Miragliotta,Punches to Head From Back Control ,http://ufcstats.com/fight-details/e83046dd074ec0fa
3532,UFC Fight Night: Lawler Vs. Dos Anjos,"December 16, 2017","Winnipeg, Manitoba, Canada",Jared Cannonier  vs  Jan Blachowicz,Jan Blachowicz,Light Heavyweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Herb Dean,Derek Cleary 28 - 29.Jason Rodgers 28 - 29.David Therien 28 - 29.,http://ufcstats.com/fight-details/01619207a811ef01
3533,UFC Fight Night: Lawler Vs. Dos Anjos,"December 16, 2017","Winnipeg, Manitoba, Canada",Julian Marquez  vs  Darren Stewart,Julian Marquez,Middleweight Bout,Submission,2,2:42,3 Rnd (5-5-5),Jerin Valel,Guillotine Choke From Front Headlock ,http://ufcstats.com/fight-details/535b8e5494cbc580
3534,UFC Fight Night: Lawler Vs. Dos Anjos,"December 16, 2017","Winnipeg, Manitoba, Canada",Chad Laprise  vs  Galore Bofando,Chad Laprise,Welterweight Bout,KO/TKO,1,4:10,3 Rnd (5-5-5),Yves Lavigne,Punches to Head From Mount ,http://ufcstats.com/fight-details/5b8d693bd1780102
3535,UFC Fight Night: Lawler Vs. Dos Anjos,"December 16, 2017","Winnipeg, Manitoba, Canada",Nordine Taleb  vs  Danny Roberts,Nordine Taleb,Welterweight Bout,KO/TKO,1,0:59,3 Rnd (5-5-5),Jerin Valel,Kick to Head At Distance ,http://ufcstats.com/fight-details/71dc4379c738450f
3536,UFC Fight Night: Lawler Vs. Dos Anjos,"December 16, 2017","Winnipeg, Manitoba, Canada",John Makdessi  vs  Abel Trujillo,John Makdessi,Lightweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Dan Miragliotta,Sal D'amato 27 - 30.Greg Jackson 27 - 30.Chris Lee 27 - 30.,http://ufcstats.com/fight-details/9a1a57b0abcd4599
3537,UFC Fight Night: Lawler Vs. Dos Anjos,"December 16, 2017","Winnipeg, Manitoba, Canada",Alessio Di Chirico  vs  Oluwale Bamgbose,Alessio Di Chirico,Middleweight Bout,KO/TKO,2,2:14,3 Rnd (5-5-5),Herb Dean,Knee to Head In Clinch ,http://ufcstats.com/fight-details/1e3c67921162561d
3538,UFC Fight Night: Lawler Vs. Dos Anjos,"December 16, 2017","Winnipeg, Manitoba, Canada",Jordan Mein  vs  Erick Silva,Jordan Mein,Welterweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Yves Lavigne,Greg Jackson 26 - 30.Chris Lee 27 - 30.Jason Rodgers 27 - 30.,http://ufcstats.com/fight-details/a6fbd8964400dd89
3539,UFC Fight Night: Swanson Vs. Ortega,"December 09, 2017","Fresno, California, USA",Cub Swanson  vs  Brian Ortega,Brian Ortega,Featherweight Bout,Submission,2,3:22,5 Rnd (5-5-5-5-5),Mike Beltran,Guillotine Choke Standing ,http://ufcstats.com/fight-details/1d166488129030d0
3540,UFC Fight Night: Swanson Vs. Ortega,"December 09, 2017","Fresno, California, USA",Jason Knight  vs  Gabriel Benitez,Gabriel Benitez,Featherweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mark Smith,Derek Cleary 26 - 30.Marcos Rosales 26 - 30.Wade Vierra 27 - 29.,http://ufcstats.com/fight-details/0a444f30cae13d8f
3541,UFC Fight Night: Swanson Vs. Ortega,"December 09, 2017","Fresno, California, USA",Marlon Moraes  vs  Aljamain Sterling,Marlon Moraes,Bantamweight Bout,KO/TKO,1,1:07,3 Rnd (5-5-5),Mike Bell,Knee to Head At Distance ,http://ufcstats.com/fight-details/1aaa1a9ceecd6063
3542,UFC Fight Night: Swanson Vs. Ortega,"December 09, 2017","Fresno, California, USA",Scott Holtzman  vs  Darrell Horcher,Scott Holtzman,Lightweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mike Beltran,Derek Cleary 27 - 30.Ron McCarthy 27 - 30.Jason McCoy 27 - 30.,http://ufcstats.com/fight-details/6fe21a4cb2d839fd
3543,UFC Fight Night: Swanson Vs. Ortega,"December 09, 2017","Fresno, California, USA",Eryk Anders  vs  Markus Perez,Eryk Anders,Middleweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mark Smith,Ron McCarthy 26 - 30.Abe Belardo 25 - 30.Marcos Rosales 28 - 29.,http://ufcstats.com/fight-details/c9e19742c4146bff
3544,UFC Fight Night: Swanson Vs. Ortega,"December 09, 2017","Fresno, California, USA",Albert Morales  vs  Benito Lopez,Benito Lopez,Bantamweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mike Bell,Marcos Rosales 27 - 30.Derek Cleary 28 - 29.Wade Vierra 28 - 29.,http://ufcstats.com/fight-details/bc84680df666c96d
3545,UFC Fight Night: Swanson Vs. Ortega,"December 09, 2017","Fresno, California, USA",Alexis Davis  vs  Liz Carmouche,Alexis Davis,Women's Flyweight Bout,Decision - Split,3,5:00,3 Rnd (5-5-5),Frank Trigg,Derek Cleary 28 - 29.Jason McCoy 29 - 28.Ron McCarthy 28 - 29.,http://ufcstats.com/fight-details/10a1947cb3feabc1
3546,UFC Fight Night: Swanson Vs. Ortega,"December 09, 2017","Fresno, California, USA",Luke Sanders  vs  Andre Soukhamthath,Andre Soukhamthath,Bantamweight Bout,KO/TKO,2,1:06,3 Rnd (5-5-5),Josh Rosenthal,Punches to Head At Distance ,http://ufcstats.com/fight-details/fbce8f52689bce87
3547,UFC Fight Night: Swanson Vs. Ortega,"December 09, 2017","Fresno, California, USA",Carls John De Tomas  vs  Alex Perez,Alex Perez,Bantamweight Bout,Submission,2,1:54,3 Rnd (5-5-5),Mark Lawley,Anaconda Choke On Ground ,http://ufcstats.com/fight-details/061081f46950fdb0
3548,UFC Fight Night: Swanson Vs. Ortega,"December 09, 2017","Fresno, California, USA",Frankie Saenz  vs  Merab Dvalishvili,Frankie Saenz,Bantamweight Bout,Decision - Split,3,5:00,3 Rnd (5-5-5),Frank Trigg,Derek Cleary 29 - 28.Ron McCarthy 28 - 29.Marcos Rosales 28 - 29.,http://ufcstats.com/fight-details/ab853176cfe20b01
3549,UFC Fight Night: Swanson Vs. Ortega,"December 09, 2017","Fresno, California, USA",Alejandro Perez  vs  Iuri Alcantara,Alejandro Perez,Bantamweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Josh Rosenthal,Abe Belardo 27 - 30.Wade Vierra 28 - 29.Jason McCoy 28 - 29.,http://ufcstats.com/fight-details/1ed266bed8005bbe
3550,UFC Fight Night: Swanson Vs. Ortega,"December 09, 2017","Fresno, California, USA",Chris Gruetzemacher  vs  Davi Ramos,Davi Ramos,Lightweight Bout,Submission,3,0:50,3 Rnd (5-5-5),Mark Lawley,Rear Naked Choke ,http://ufcstats.com/fight-details/f9536ea60551b840
3551,UFC Fight Night: Swanson Vs. Ortega,"December 09, 2017","Fresno, California, USA",Antonio Braga Neto  vs  Trevin Giles,Trevin Giles,Middleweight Bout,KO/TKO,3,2:27,3 Rnd (5-5-5),Frank Trigg,Punches to Head At Distance ,http://ufcstats.com/fight-details/7a57289563f9d974
3552,UFC 218: Holloway Vs. Aldo 2,"December 02, 2017","Detroit, Michigan, USA",Max Holloway  vs  Jose Aldo,Max Holloway,UFC Featherweight Title Bout,KO/TKO,3,4:51,5 Rnd (5-5-5-5-5),Herb Dean,Punches to Head On Ground ,http://ufcstats.com/fight-details/21f7fc538ea646e8
3553,UFC 218: Holloway Vs. Aldo 2,"December 02, 2017","Detroit, Michigan, USA",Alistair Overeem  vs  Francis Ngannou,Francis Ngannou,Heavyweight Bout,KO/TKO,1,1:42,3 Rnd (5-5-5),Dan Miragliotta,Punch to Head At Distance ,http://ufcstats.com/fight-details/4712708adb1507aa
3554,UFC 218: Holloway Vs. Aldo 2,"December 02, 2017","Detroit, Michigan, USA",Henry Cejudo  vs  Sergio Pettis,Henry Cejudo,Flyweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Keith Peterson,Eric Colon 27 - 30.Sal D'amato 27 - 30.Roy Silbert 27 - 30.,http://ufcstats.com/fight-details/cc2809e10315a6b5
3555,UFC 218: Holloway Vs. Aldo 2,"December 02, 2017","Detroit, Michigan, USA",Eddie Alvarez  vs  Justin Gaethje,Eddie Alvarez,Lightweight Bout,KO/TKO,3,3:59,3 Rnd (5-5-5),Herb Dean,Knee to Head In Clinch ,http://ufcstats.com/fight-details/23e5acd1549b538a
